site,MAT,year,month,ppt,Tmax,Tmin,Tave,rs.ppt
Stavely,3.7,1983,9,27,15.1,1.1,8.1,27
Sangudo,2.3,1983,9,38,14.3,2,8.2,38
Onefour,5.4,1984,9,35,16.4,2.3,9.4,35
Mattheis,3.9,1984,9,68,15.5,3.2,9.4,68
Oyen,3,1984,9,74,14,2.8,8.4,74
Twinriver,5.2,1984,9,56,14.6,2.2,8.4,56
Kinsella,2.4,1984,9,84,12.7,3,7.9,84
Stavely,3.5,1984,9,72,13.5,0.7,7.1,72
Sangudo,2.6,1984,9,116,12,2,7,116
Onefour,3.9,1985,9,89,13.6,3.1,8.4,89
Mattheis,2.9,1985,9,41,14.1,2.3,8.2,41
Oyen,2,1985,9,23,12.9,2.1,7.5,23
Twinriver,3.9,1985,9,123,11.9,1.7,6.8,123
Kinsella,1.7,1985,9,34,12.2,2,7.1,34
Stavely,2.5,1985,9,136,11.3,0.4,5.8,136
Sangudo,2.1,1985,9,64,11.9,1.5,6.7,64
Onefour,6.1,1986,9,106,15.1,4.5,9.8,106
Mattheis,5,1986,9,121,14.3,3.8,9,121
Oyen,4,1986,9,77,13.2,3.5,8.4,77
Twinriver,6,1986,9,98,12.8,3.1,7.9,98
Kinsella,3.1,1986,9,54,13.3,3.1,8.2,54
Stavely,4.5,1986,9,104,11.6,1.7,6.6,104
Sangudo,3.2,1986,9,103,12.6,2.5,7.5,103
Onefour,7.5,1987,9,13,23.4,5,14.2,13
Mattheis,6.6,1987,9,26,23.2,5.2,14.2,26
Oyen,5.7,1987,9,21,22,5,13.5,21
Twinriver,7.2,1987,9,19,22,4.6,13.3,19
Kinsella,4.7,1987,9,36,20.5,5.2,12.9,36
Stavely,5.8,1987,9,28,20.8,3.5,12.2,28
Sangudo,4.8,1987,9,28,20.2,4.9,12.5,28
Onefour,6.6,1988,9,36,20.8,4.8,12.8,36
Mattheis,5.3,1988,9,37,19.7,4.8,12.3,37
Oyen,4.4,1988,9,32,18.1,4.6,11.4,32
Twinriver,6.5,1988,9,38,19.4,3.9,11.6,38
Kinsella,3.9,1988,9,45,16.4,4.3,10.4,45
Stavely,4.8,1988,9,22,18.1,2.9,10.5,22
Sangudo,3.8,1988,9,55,16.1,3.5,9.8,55
Onefour,4.7,1989,9,28,20.3,4.4,12.4,28
Mattheis,3.6,1989,9,21,20.2,4.8,12.5,21
Oyen,2.6,1989,9,30,18.5,4.7,11.6,30
Twinriver,4.5,1989,9,34,19,4,11.5,34
Kinsella,2.3,1989,9,39,17.5,4.5,11,39
Stavely,3.1,1989,9,44,17.7,2.6,10.2,44
Sangudo,2.4,1989,9,35,17.2,3.4,10.3,35
Onefour,5.8,1990,9,2,26.2,5.7,16,2
Mattheis,4.3,1990,9,7,24.7,5.4,15.1,7
Oyen,3.4,1990,9,2,23.1,5.1,14.1,2
Twinriver,5.3,1990,9,4,24.2,5,14.6,4
Kinsella,2.6,1990,9,9,20.9,4.9,12.9,9
Stavely,3.8,1990,9,9,22.3,3.5,12.9,9
Sangudo,2.6,1990,9,34,19.9,4.2,12.1,34
Onefour,5.9,1991,9,10,22.2,4.6,13.4,10
Mattheis,4.7,1991,9,5,21.2,4.3,12.8,5
Oyen,3.9,1991,9,7,19.7,4,11.8,7
Twinriver,5.8,1991,9,25,20.6,4.1,12.3,25
Kinsella,3.4,1991,9,8,18.3,4.1,11.2,8
Stavely,4.2,1991,9,30,18.6,2.4,10.5,30
Sangudo,3.3,1991,9,24,17.4,3.7,10.6,24
Onefour,6.4,1992,9,21,19.9,3.7,11.8,21
Mattheis,4.7,1992,9,32,17.9,2.9,10.4,32
Oyen,3.8,1992,9,34,16.3,2.7,9.5,34
Twinriver,6.1,1992,9,26,17.8,3.2,10.5,26
Kinsella,3.2,1992,9,26,15.1,2.4,8.7,26
Stavely,4.5,1992,9,50,15.5,1.3,8.4,50
Sangudo,3.3,1992,9,65,13.8,1.2,7.5,65
Onefour,4.3,1993,9,27,19,3.6,11.3,27
Mattheis,3.4,1993,9,27,18.8,3.3,11.1,27
Oyen,2.7,1993,9,9,17.9,3,10.5,9
Twinriver,4.3,1993,9,61,17.1,2.9,10,61
Kinsella,2.6,1993,9,26,17.1,3.1,10.1,26
Stavely,3.1,1993,9,52,17,1.7,9.4,52
Sangudo,3.2,1993,9,27,17.1,3.2,10.2,27
Onefour,5.6,1994,9,15,24.6,6.3,15.5,15
Mattheis,3.9,1994,9,23,23.8,5.8,14.8,23
Oyen,3.1,1994,9,11,22.5,6,14.2,11
Twinriver,5.5,1994,9,12,23.4,5.4,14.4,12
Kinsella,2.1,1994,9,25,20.8,5.8,13.3,25
Stavely,3.8,1994,9,6,21.2,3.2,12.2,6
Sangudo,2.3,1994,9,45,19.3,5.1,12.2,45
Onefour,4.8,1995,9,33,21.1,4.6,12.9,33
Mattheis,3.1,1995,9,21,21.5,4.3,12.9,21
Oyen,2.4,1995,9,7,20.6,4,12.3,7
Twinriver,4.6,1995,9,25,19.1,3.9,11.5,25
Kinsella,1.8,1995,9,2,20.1,3.7,11.9,2
Stavely,3.2,1995,9,44,18.2,3.1,10.7,44
Sangudo,1.9,1995,9,12,19.4,3.6,11.5,12
Onefour,3.1,1996,9,51,18.3,4.8,11.5,51
Mattheis,1.6,1996,9,64,17.1,4.4,10.7,64
Oyen,0.8,1996,9,74,16,4.3,10.2,74
Twinriver,3.1,1996,9,88,16.4,3.6,10,88
Kinsella,0.2,1996,9,76,14.4,4.2,9.3,76
Stavely,1.5,1996,9,66,14.5,2.2,8.4,66
Sangudo,0.3,1996,9,74,13.8,3.7,8.7,74
Onefour,5.7,1997,9,12,24.6,6.2,15.4,12
Mattheis,4.3,1997,9,23,23.5,5.7,14.6,23
Oyen,3.6,1997,9,32,21.9,5.6,13.8,32
Twinriver,5.4,1997,9,17,22.2,5.7,14,17
Kinsella,3.2,1997,9,41,19.8,5.7,12.7,41
Stavely,4.2,1997,9,30,20.2,4.4,12.3,30
Sangudo,3.2,1997,9,51,18.1,5,11.6,51
Onefour,6.7,1998,9,15,25.1,8,16.6,15
Mattheis,5.2,1998,9,25,23,7,15,25
Oyen,4.5,1998,9,22,21.7,6.5,14.1,22
Twinriver,6.1,1998,9,16,22.7,6.8,14.8,16
Kinsella,3.7,1998,9,37,19.5,5.2,12.4,37
Stavely,4.7,1998,9,25,20.7,4.8,12.7,25
Sangudo,3.6,1998,9,37,18.3,4.4,11.4,37
Onefour,6.7,1999,9,23,20.1,3.6,11.8,23
Mattheis,5.1,1999,9,8,20.2,3.1,11.6,8
Oyen,4.1,1999,9,5,18.5,2.6,10.6,5
Twinriver,6.4,1999,9,20,18.2,3,10.6,20
Kinsella,3.3,1999,9,10,17.8,3.1,10.5,10
Stavely,4.7,1999,9,15,17,1.4,9.2,15
Sangudo,3.2,1999,9,15,17.3,3,10.2,15
Onefour,5.3,2000,9,25,21,4.6,12.8,25
Mattheis,3.6,2000,9,42,19.9,3.8,11.9,42
Oyen,2.7,2000,9,42,18.3,3.6,11,42
Twinriver,5,2000,9,34,18.3,4.1,11.2,34
Kinsella,2.2,2000,9,64,16.8,4.1,10.4,64
Stavely,3.4,2000,9,61,16.9,2.4,9.6,61
Sangudo,2.3,2000,9,59,15.9,3.2,9.5,59
Onefour,6.4,2001,9,7,24.5,6.7,15.6,7
Mattheis,5.2,2001,9,12,23.3,5.9,14.6,12
Oyen,4.2,2001,9,15,22,5.5,13.8,15
Twinriver,6,2001,9,10,22.5,5.4,13.9,10
Kinsella,3.6,2001,9,25,20,4.3,12.2,25
Stavely,4.6,2001,9,14,19.5,4,11.8,14
Sangudo,3.7,2001,9,16,18.4,3.5,11,16
Onefour,4.7,2002,9,52,20.3,5.4,12.8,52
Mattheis,3.8,2002,9,48,18.9,5.1,12,48
Oyen,3,2002,9,47,17.8,4.7,11.3,47
Twinriver,4.5,2002,9,51,18.1,4.5,11.3,51
Kinsella,2.3,2002,9,24,16.5,3.4,9.9,24
Stavely,3.3,2002,9,83,15.6,2.9,9.2,83
Sangudo,2.5,2002,9,25,15.5,2.5,9,25
Onefour,5.6,2003,9,29,20.4,4.7,12.6,29
Mattheis,4.1,2003,9,22,19.7,4.8,12.2,22
Oyen,3.5,2003,9,18,18.2,4.5,11.4,18
Twinriver,5.6,2003,9,28,18.6,4.2,11.4,28
Kinsella,2.4,2003,9,55,16.8,4.2,10.5,55
Stavely,4.3,2003,9,42,17.5,2.9,10.2,42
Sangudo,2.7,2003,9,29,16.1,3.6,9.9,29
Onefour,5.5,2004,9,33,19.4,5,12.2,33
Mattheis,4.2,2004,9,10,19,3.7,11.3,10
Oyen,3.4,2004,9,12,18,3.6,10.8,12
Twinriver,5.7,2004,9,24,17.7,4.3,11,24
Kinsella,2.5,2004,9,45,15.5,3.7,9.6,45
Stavely,4.4,2004,9,33,15.6,2.8,9.2,33
Sangudo,3,2004,9,101,14.2,2.7,8.5,101
Onefour,5.8,2005,9,20,20.7,4.5,12.6,20
Mattheis,4.7,2005,9,77,18.9,4.1,11.5,77
Oyen,3.8,2005,9,77,17.8,4.4,11.1,77
Twinriver,5.6,2005,9,63,17.9,3.6,10.7,63
Kinsella,3.3,2005,9,36,16,3.6,9.8,36
Stavely,4.3,2005,9,119,15.8,1.9,8.8,119
Sangudo,3.8,2005,9,39,15.4,2.7,9.1,39
Onefour,6.7,2006,9,29,21.3,5.5,13.4,29
Mattheis,5.4,2006,9,26,21.3,5.2,13.3,26
Oyen,4.6,2006,9,47,18.9,5.5,12.2,47
Twinriver,6.3,2006,9,27,19.6,4.6,12.1,27
Kinsella,3.5,2006,9,67,18.1,5.2,11.7,67
Stavely,5,2006,9,43,19.2,3.8,11.5,43
Sangudo,3.8,2006,9,75,18.5,5.1,11.8,75
Onefour,6.2,2007,9,55,20.4,4.3,12.3,55
Mattheis,4.8,2007,9,25,19.2,3.1,11.1,25
Oyen,3.9,2007,9,15,17.8,3,10.4,15
Twinriver,6,2007,9,65,18.3,3.3,10.8,65
Kinsella,2.7,2007,9,22,16.6,2.7,9.6,22
Stavely,4.4,2007,9,44,16.9,1.8,9.4,44
Sangudo,3.1,2007,9,19,16.7,2.6,9.7,19
Onefour,4.8,2008,9,42,20.4,4.5,12.5,42
Mattheis,3.7,2008,9,17,20.6,3.7,12.1,17
Oyen,2.8,2008,9,9,19.4,3.6,11.5,9
Twinriver,4.8,2008,9,54,18.9,3.9,11.4,54
Kinsella,2.3,2008,9,25,18.1,3.3,10.7,25
Stavely,3.6,2008,9,61,17.6,2.5,10.1,61
Sangudo,2.7,2008,9,33,17.5,2.9,10.2,33
Onefour,4.4,2009,9,18,26.7,6.9,16.8,18
Mattheis,3.1,2009,9,10,25.6,5.8,15.7,10
Oyen,2.6,2009,9,15,24.3,6.5,15.4,15
Twinriver,4.5,2009,9,16,24.4,5.9,15.1,16
Kinsella,1.5,2009,9,9,22.9,5.7,14.3,9
Stavely,3.1,2009,9,15,22.4,4.3,13.3,15
Sangudo,2,2009,9,22,21.4,5.6,13.5,22
Onefour,4.4,2010,9,34,18.8,5.4,12.1,34
Mattheis,3.7,2010,9,45,17.2,4.3,10.7,45
Oyen,3.1,2010,9,33,16.1,4,10,33
Twinriver,4.8,2010,9,39,16.2,4.4,10.3,39
Kinsella,2.7,2010,9,37,14.9,3,8.9,37
Stavely,3.8,2010,9,71,15,2.4,8.7,71
Sangudo,3.1,2010,9,61,15.1,2.7,8.9,61
Onefour,4.8,2011,9,28,25,6.4,15.7,28
Mattheis,3.5,2011,9,17,25,5.9,15.4,17
Oyen,3.1,2011,9,15,23.8,5.4,14.6,15
Twinriver,4.6,2011,9,23,22.8,6.1,14.5,23
Kinsella,2.5,2011,9,8,21.9,4.5,13.2,8
Stavely,3.2,2011,9,11,21.9,3.8,12.8,11
Sangudo,2.8,2011,9,19,19.8,3.4,11.6,19
Onefour,6.2,2012,9,9,24.4,5,14.7,9
Mattheis,4.4,2012,9,9,23.9,4.5,14.2,9
Oyen,3.7,2012,9,13,22.3,4.9,13.6,13
Twinriver,5.7,2012,9,12,22.5,4.8,13.7,12
Kinsella,2.9,2012,9,18,21,4.9,13,18
Stavely,4.3,2012,9,14,22,2.9,12.4,14
Sangudo,3,2012,9,34,20.2,4.6,12.4,34
Onefour,5.3,2013,9,50,23.7,7.9,15.8,50
Mattheis,3.5,2013,9,22,24.3,6.8,15.6,22
Oyen,2.5,2013,9,12,23,6.6,14.8,12
Twinriver,5.4,2013,9,58,20.9,7,13.9,58
Kinsella,2.1,2013,9,17,21.9,5.9,13.9,17
Stavely,4.1,2013,9,79,20.4,5.4,12.9,79
Sangudo,3.2,2013,9,4,21.2,5,13.1,4
Onefour,4.9,2014,9,37,20.8,5.1,13,37
Mattheis,3.4,2014,9,47,20.3,4.6,12.4,47
Oyen,2.6,2014,9,43,18.8,4.5,11.7,43
Twinriver,4.7,2014,9,40,19.1,4.5,11.8,40
Kinsella,2.1,2014,9,33,18,4.2,11.1,33
Stavely,3.6,2014,9,68,18,3,10.5,68
Sangudo,2.7,2014,9,41,17.4,4,10.7,41
Onefour,6.6,2015,9,52,21.3,5.2,13.2,52
Mattheis,5.2,2015,9,67,19.5,4.5,12,67
Oyen,4.6,2015,9,52,17.8,4.7,11.3,52
Twinriver,6.5,2015,9,64,19,4.4,11.7,64
Kinsella,3.8,2015,9,73,16.4,4,10.2,73
Stavely,5.4,2015,9,82,17.4,2.4,9.9,82
Sangudo,4.5,2015,9,55,15.8,3.1,9.5,55
Onefour,6.5,2016,9,45,20.6,5.2,12.9,45
Mattheis,5.3,2016,9,24,19.8,4.3,12.1,24
Oyen,4.8,2016,9,25,18.6,4.3,11.4,25
Twinriver,6.3,2016,9,54,18,4.6,11.3,54
Kinsella,4.3,2016,9,26,17.7,4.2,10.9,26
Stavely,5.2,2016,9,53,17.5,3.2,10.3,53
Sangudo,4.5,2016,9,56,16.6,4.2,10.4,56
Onefour,5.6,2017,9,20,21.8,5,13.4,20
Mattheis,4.4,2017,9,12,21.9,4.4,13.2,12
Oyen,3.8,2017,9,19,20.4,4.4,12.4,19
Twinriver,5.3,2017,9,17,19.8,4.5,12.1,17
Kinsella,3,2017,9,29,18.7,4.5,11.6,29
Stavely,4.1,2017,9,20,19.4,3.2,11.3,20
Sangudo,3.4,2017,9,82,17.6,4.5,11,82
Onefour,4.2,2018,9,31,17.7,4.2,10.9,31
Mattheis,3.1,2018,9,24,14.6,2.4,8.5,24
Oyen,2.7,2018,9,44,12.9,2.5,7.7,44
Twinriver,4.5,2018,9,24,15.7,3,9.3,24
Kinsella,2.1,2018,9,63,10.9,1.9,6.4,63
Stavely,3.4,2018,9,36,12.8,1.2,7,36
Sangudo,2.7,2018,9,66,10.5,1,5.8,66
Onefour,3.6,2019,9,59,19.7,5.8,12.8,59
Mattheis,2.7,2019,9,42,18.9,5.6,12.2,42
Oyen,2.3,2019,9,49,17.8,5.7,11.8,49
Twinriver,3.6,2019,9,59,17.2,5.2,11.2,59
Kinsella,1.6,2019,9,52,16.3,5.2,10.8,52
Stavely,2.6,2019,9,67,16.1,3.9,10,67
Sangudo,2.1,2019,9,50,16.3,5.2,10.7,50
Onefour,5.4,1901,10,6,17.1,0.2,8.7,6
Mattheis,4.1,1901,10,8,17.6,0.1,8.9,8
Oyen,3.3,1901,10,11,15.6,-0.3,7.7,11
Twinriver,5,1901,10,5,17,0.3,8.6,5
Kinsella,2.4,1901,10,13,13.9,-0.5,6.7,13
Stavely,3.6,1901,10,10,15.5,-0.2,7.7,10
Sangudo,2.5,1901,10,18,14,-0.9,6.5,18
Onefour,4.4,1902,10,8,15.6,-0.7,7.4,8
Mattheis,3.3,1902,10,9,15.5,-0.6,7.4,9
Oyen,2.6,1902,10,8,14,-1.4,6.3,8
Twinriver,4.1,1902,10,6,15.5,-0.5,7.5,6
Kinsella,1.7,1902,10,11,12.6,-1.7,5.4,11
Stavely,2.8,1902,10,11,13.4,-0.7,6.3,11
Sangudo,2,1902,10,16,13.6,-1.9,5.8,16
Onefour,4.7,1903,10,5,16.7,-0.3,8.2,5
Mattheis,3.5,1903,10,6,16.4,-0.8,7.8,6
Oyen,2.5,1903,10,8,14.5,-1.4,6.5,8
Twinriver,4.4,1903,10,5,15.9,0.2,8.1,5
Kinsella,1.8,1903,10,18,12.6,-1.4,5.6,18
Stavely,3,1903,10,6,14.2,-0.7,6.7,6
Sangudo,1.9,1903,10,25,12.7,-1.7,5.5,25
Onefour,4.7,1904,10,10,16.3,-0.7,7.8,10
Mattheis,3.3,1904,10,22,15,-0.8,7.1,22
Oyen,2.3,1904,10,18,13.4,-1.2,6.1,18
Twinriver,4.6,1904,10,12,15.1,-0.4,7.3,12
Kinsella,1.3,1904,10,26,12.3,-1.2,5.5,26
Stavely,3.1,1904,10,33,12.8,-0.8,6,33
Sangudo,1.7,1904,10,20,12.3,-1.4,5.4,20
Onefour,5.4,1905,10,11,11.4,-2.9,4.2,11
Mattheis,4.1,1905,10,9,11.1,-3.9,3.6,9
Oyen,3.2,1905,10,11,8.9,-4.2,2.4,11
Twinriver,5,1905,10,13,10.4,-2.8,3.8,13
Kinsella,2.4,1905,10,23,6.9,-4.5,1.2,23
Stavely,3.6,1905,10,23,9.2,-3.9,2.6,23
Sangudo,2.9,1905,10,20,7.8,-4.5,1.7,20
Onefour,5.5,1906,10,17,14.9,0.9,7.9,17
Mattheis,4.1,1906,10,16,15.5,-0.4,7.5,16
Oyen,3.1,1906,10,9,13.8,-1,6.4,9
Twinriver,5,1906,10,24,14.6,1,7.8,24
Kinsella,2.1,1906,10,11,12.8,-1,5.9,11
Stavely,3.8,1906,10,39,13.3,-0.1,6.6,39
Sangudo,2.8,1906,10,21,12.7,-0.9,5.9,21
Onefour,3.3,1907,10,1,17.3,-0.4,8.5,1
Mattheis,1.9,1907,10,4,16.9,-1.2,7.9,4
Oyen,0.9,1907,10,4,14.6,-1.9,6.3,4
Twinriver,3.4,1907,10,3,17.3,0.3,8.8,3
Kinsella,-0.1,1907,10,9,13.5,-1.4,6.1,9
Stavely,2.3,1907,10,6,16.4,-0.5,7.9,6
Sangudo,1.1,1907,10,10,14.4,-1.4,6.5,10
Onefour,5.6,1908,10,22,10.3,-1.8,4.3,22
Mattheis,4.3,1908,10,14,11.3,-2.7,4.3,14
Oyen,3.2,1908,10,14,9.3,-2.8,3.3,14
Twinriver,5,1908,10,26,10.3,-1.9,4.2,26
Kinsella,1.9,1908,10,23,8.3,-3.5,2.4,23
Stavely,3.8,1908,10,31,10.2,-2.5,3.8,31
Sangudo,2.3,1908,10,28,9.8,-3.3,3.2,28
Onefour,3.8,1909,10,6,14,-1.5,6.3,6
Mattheis,2.4,1909,10,11,12.9,-2,5.5,11
Oyen,1.6,1909,10,10,11.1,-2.3,4.4,10
Twinriver,3.5,1909,10,5,13.9,-1,6.4,5
Kinsella,0.2,1909,10,17,9.3,-2.5,3.4,17
Stavely,1.8,1909,10,13,11.3,-1.7,4.8,13
Sangudo,0.4,1909,10,13,9.4,-2.7,3.3,13
Onefour,6.2,1910,10,0,16,1,8.5,0
Mattheis,4.6,1910,10,21,14.4,0.3,7.3,21
Oyen,3.3,1910,10,5,13,-0.7,6.1,5
Twinriver,6,1910,10,13,14.7,1.2,7.9,13
Kinsella,2.2,1910,10,18,11.7,-1.7,5,18
Stavely,4.5,1910,10,22,12.7,0.8,6.8,22
Sangudo,2.4,1910,10,23,12.1,-2.1,5,23
Onefour,3.3,1911,10,18,11.9,-0.7,5.6,18
Mattheis,2.1,1911,10,12,11.9,-1.4,5.2,12
Oyen,0.9,1911,10,8,10.9,-2.1,4.4,8
Twinriver,3,1911,10,20,11.9,-1.5,5.2,20
Kinsella,0.1,1911,10,12,10.4,-2.6,3.9,12
Stavely,1.9,1911,10,17,10.8,-2.5,4.1,17
Sangudo,1.3,1911,10,12,11.9,-2.6,4.6,12
Onefour,4.5,1912,10,10,13.2,-2,5.6,10
Mattheis,3.5,1912,10,14,12.6,-1.7,5.5,14
Oyen,2.3,1912,10,13,10.6,-2.2,4.2,13
Twinriver,4.3,1912,10,10,12.2,-2,5.1,10
Kinsella,1.7,1912,10,16,8.5,-2.2,3.1,16
Stavely,3.2,1912,10,45,9.3,-2.4,3.5,45
Sangudo,2.7,1912,10,24,10.2,-3.7,3.2,24
Onefour,4.4,1913,10,11,11.2,-3.2,4,11
Mattheis,3.1,1913,10,4,10.2,-4.7,2.8,4
Oyen,2.2,1913,10,5,7.7,-5.4,1.2,5
Twinriver,4,1913,10,22,10.2,-3.4,3.4,22
Kinsella,1.5,1913,10,9,7.2,-5.4,0.9,9
Stavely,2.5,1913,10,30,8.8,-4.1,2.3,30
Sangudo,1.8,1913,10,22,8.1,-5.1,1.5,22
Onefour,4.9,1914,10,47,13.2,0.1,6.7,47
Mattheis,3.3,1914,10,38,12.4,0,6.2,38
Oyen,2.5,1914,10,49,11.9,0,5.9,49
Twinriver,4.5,1914,10,39,11.9,-0.4,5.8,39
Kinsella,1.6,1914,10,45,11.6,-1,5.3,45
Stavely,3.1,1914,10,60,10.8,-0.9,4.9,60
Sangudo,1.8,1914,10,22,12.3,-2,5.2,22
Onefour,4.9,1915,10,12,16.2,-0.4,7.9,12
Mattheis,4,1915,10,14,14.9,0,7.4,14
Oyen,2.9,1915,10,8,13.3,-2,5.7,8
Twinriver,5,1915,10,17,15.1,0.7,7.9,17
Kinsella,2.4,1915,10,10,11.8,-1.9,5,10
Stavely,3.9,1915,10,33,12.6,0.4,6.5,33
Sangudo,2.9,1915,10,9,11.5,-1.9,4.8,9
Onefour,2.3,1916,10,23,10.5,-3.1,3.7,23
Mattheis,1.7,1916,10,24,11.4,-2.5,4.5,24
Oyen,0.7,1916,10,18,10.4,-3.3,3.6,18
Twinriver,2.2,1916,10,24,9.5,-2.7,3.4,24
Kinsella,0,1916,10,11,9,-2.7,3.1,11
Stavely,1.1,1916,10,45,8.8,-2.8,3,45
Sangudo,0.5,1916,10,21,10.3,-2,4.2,21
Onefour,3.2,1917,10,12,11.7,-2.6,4.6,12
Mattheis,2.1,1917,10,17,10.1,-3.5,3.3,17
Oyen,1,1917,10,11,8.3,-4.8,1.7,11
Twinriver,3.3,1917,10,18,12.1,-2,5,18
Kinsella,0.1,1917,10,10,6.6,-5.1,0.7,10
Stavely,2,1917,10,38,9.7,-3.1,3.3,38
Sangudo,0.4,1917,10,23,8.5,-3.7,2.4,23
Onefour,5,1918,10,17,15.5,0,7.7,17
Mattheis,3.6,1918,10,2,15.4,-2,6.7,2
Oyen,2.5,1918,10,3,13.5,-2.8,5.3,3
Twinriver,4.8,1918,10,12,14.4,0.4,7.4,12
Kinsella,1.8,1918,10,4,12,-3.4,4.3,4
Stavely,3.6,1918,10,23,12.7,-0.4,6.2,23
Sangudo,2,1918,10,6,12.1,-3.5,4.3,6
Onefour,4.3,1919,10,11,6.6,-7.8,-0.6,11
Mattheis,2.6,1919,10,13,5.7,-8.1,-1.2,13
Oyen,1.5,1919,10,10,3.4,-8.9,-2.7,10
Twinriver,4,1919,10,28,5.7,-7.5,-0.9,28
Kinsella,0.7,1919,10,26,2.5,-9.8,-3.6,26
Stavely,2.6,1919,10,49,4.8,-7.5,-1.3,49
Sangudo,0.9,1919,10,49,4.4,-8.6,-2.1,49
Onefour,4.8,1920,10,22,14.1,-0.6,6.7,22
Mattheis,3.2,1920,10,19,13.7,-1.9,5.9,19
Oyen,2.3,1920,10,20,11.8,-2.1,4.9,20
Twinriver,4.4,1920,10,18,11.9,-0.5,5.7,18
Kinsella,1.2,1920,10,21,10.9,-2.6,4.2,21
Stavely,2.8,1920,10,26,10.7,-1.8,4.4,26
Sangudo,1.7,1920,10,15,10.7,-3.2,3.7,15
Onefour,5.3,1921,10,7,17,0.2,8.6,7
Mattheis,3.4,1921,10,5,17,0.1,8.5,5
Oyen,2.4,1921,10,4,15.2,-1.1,7,4
Twinriver,4.8,1921,10,3,16.4,0.9,8.7,3
Kinsella,1.4,1921,10,5,13.8,-1.8,6,5
Stavely,3.2,1921,10,9,14.7,0.3,7.5,9
Sangudo,2.2,1921,10,6,14.5,-1.4,6.5,6
Onefour,3.7,1922,10,4,16.1,-1,7.6,4
Mattheis,2.7,1922,10,15,14.2,-0.6,6.8,15
Oyen,2,1922,10,13,12.6,-1.5,5.6,13
Twinriver,3.6,1922,10,10,15.7,-0.1,7.8,10
Kinsella,1.1,1922,10,19,11,-1.6,4.7,19
Stavely,2.2,1922,10,20,13.2,-0.8,6.2,20
Sangudo,1.6,1922,10,27,11.8,-2.3,4.8,27
Onefour,5,1923,10,14,12.5,-2.5,5,14
Mattheis,4.3,1923,10,5,14.7,-2.5,6.1,5
Oyen,3.3,1923,10,7,14.2,-2.3,5.9,7
Twinriver,5,1923,10,30,11.9,-1.6,5.1,30
Kinsella,2.3,1923,10,14,13,-2.4,5.3,14
Stavely,3.5,1923,10,7,12.4,-3,4.7,7
Sangudo,2.8,1923,10,6,14.8,-3.3,5.7,6
Onefour,4,1924,10,14,16.4,-0.2,8.1,14
Mattheis,3.3,1924,10,20,15.1,-0.3,7.4,20
Oyen,2.4,1924,10,12,13.8,0,6.9,12
Twinriver,3.9,1924,10,13,14.2,-0.5,6.8,13
Kinsella,1.3,1924,10,37,12.3,-1,5.7,37
Stavely,2.6,1924,10,30,12.9,-1.1,5.9,30
Sangudo,1.7,1924,10,41,11.7,-2,4.9,41
Onefour,5,1925,10,19,6.3,-5.4,0.4,19
Mattheis,3.5,1925,10,8,6.4,-5.2,0.6,8
Oyen,2.6,1925,10,10,5,-5.8,-0.4,10
Twinriver,4.9,1925,10,33,5.4,-5.6,-0.1,33
Kinsella,1.6,1925,10,29,4.8,-6.5,-0.8,29
Stavely,3.5,1925,10,38,5,-5.9,-0.5,38
Sangudo,1.9,1925,10,39,5.9,-5.3,0.3,39
Onefour,5.6,1926,10,4,15,-0.5,7.2,4
Mattheis,4.1,1926,10,8,13.2,-0.6,6.3,8
Oyen,2.8,1926,10,6,11.2,-2.1,4.6,6
Twinriver,5.6,1926,10,3,14,0.6,7.3,3
Kinsella,1.9,1926,10,12,9.5,-2.3,3.6,12
Stavely,4,1926,10,16,12.3,-0.6,5.8,16
Sangudo,2.9,1926,10,18,10.4,-2.1,4.2,18
Onefour,2.7,1927,10,17,15.5,0.4,8,17
Mattheis,1.6,1927,10,19,14.2,-0.2,7,19
Oyen,0.8,1927,10,23,12.4,-0.6,5.9,23
Twinriver,2.7,1927,10,19,13.5,0.9,7.2,19
Kinsella,-0.1,1927,10,29,10.4,-1.5,4.4,29
Stavely,1.5,1927,10,27,12,-0.3,5.8,27
Sangudo,0.2,1927,10,9,10.4,-2.4,4,9
Onefour,5,1928,10,5,12.2,-3.8,4.2,5
Mattheis,4.7,1928,10,9,11.6,-3.9,3.9,9
Oyen,3.5,1928,10,14,9.9,-4.3,2.8,14
Twinriver,5,1928,10,11,9.7,-3,3.3,11
Kinsella,2.8,1928,10,11,8.4,-4.2,2.1,11
Stavely,4,1928,10,23,8.7,-3.5,2.6,23
Sangudo,3,1928,10,10,8.4,-4.7,1.8,10
Onefour,3.4,1929,10,20,15.9,-0.8,7.5,20
Mattheis,3,1929,10,8,16.8,-1.8,7.5,8
Oyen,2,1929,10,2,15.5,-2.3,6.6,2
Twinriver,3.3,1929,10,27,15.2,-0.4,7.4,27
Kinsella,1.3,1929,10,2,14.9,-2.5,6.2,2
Stavely,2.4,1929,10,42,14.1,-1.3,6.4,42
Sangudo,1.7,1929,10,7,14.9,-2.4,6.3,7
Onefour,5.3,1930,10,14,9.9,-3.8,3.1,14
Mattheis,4.8,1930,10,12,9.7,-3.8,3,12
Oyen,3.8,1930,10,18,7.8,-4.2,1.8,18
Twinriver,5.3,1930,10,21,9,-2.8,3.1,21
Kinsella,2.8,1930,10,19,6.1,-4.3,0.9,19
